Date,Close
7/15/2010,100.032997
7/16/2010,99.449997
7/19/2010,97.116699
7/20/2010,97.150002
7/21/2010,97.449997
7/22/2010,99.233299
7/23/2010,100.550003
7/26/2010,100.900002
7/27/2010,101.417
7/28/2010,102.449997
7/29/2010,103.366997
7/30/2010,102.917
8/2/2010,104.266998
8/3/2010,102.932999
8/4/2010,103.532997
8/5/2010,103.866997
8/6/2010,105.833
8/9/2010,105.967003
8/10/2010,104.833
8/11/2010,103.300003
8/12/2010,101.967003
8/13/2010,104.167
8/16/2010,105.5
8/17/2010,106.366997
8/18/2010,108.333
8/19/2010,110.199997
8/20/2010,108.467003
8/23/2010,106.333
8/24/2010,106.567001
8/25/2010,107
8/26/2010,109.266998
8/27/2010,107.467003
8/30/2010,106.199997
8/31/2010,108.766998
9/1/2010,108.766998
9/2/2010,110.300003
9/3/2010,109.333
9/6/2010,110.532997
9/7/2010,110.800003
9/8/2010,109.532997
9/9/2010,108.233002
9/13/2010,108.800003
9/14/2010,110.133003
9/15/2010,111.766998
9/16/2010,111.599998
9/17/2010,112.233002
9/20/2010,117.766998
9/21/2010,115.099998
9/22/2010,116.467003
9/23/2010,117.667
9/24/2010,119.5
9/27/2010,118.932999
9/28/2010,118.932999
9/29/2010,115.733002
9/30/2010,118.866997
10/1/2010,119.099998
10/4/2010,116.833
10/5/2010,115.866997
10/6/2010,115.266998
10/7/2010,114.599998
10/8/2010,114.967003
10/11/2010,115.300003
10/12/2010,113.967003
10/13/2010,116.733002
10/14/2010,116.699997
10/15/2010,114.633003
10/18/2010,114.366997
10/19/2010,113.667
10/20/2010,112
10/21/2010,116.233002
10/22/2010,114.133003
10/25/2010,112.766998
10/26/2010,114.5
10/27/2010,111.900002
10/28/2010,111.366997
10/29/2010,114.133003
11/1/2010,114.567001
11/2/2010,115.599998
11/3/2010,117.032997
11/4/2010,118
11/8/2010,117.099998
11/9/2010,118.532997
11/10/2010,118
11/11/2010,116.900002
11/12/2010,115.900002
11/15/2010,116.766998
11/16/2010,113.300003
11/18/2010,114.633003
11/19/2010,113.967003
11/22/2010,117.266998
11/23/2010,115
11/24/2010,115.800003
11/25/2010,113.133003
11/26/2010,111.766998
11/29/2010,112.400002
11/30/2010,114.599998
12/1/2010,114.266998
12/2/2010,113.932999
12/3/2010,114.199997
12/6/2010,112.699997
12/7/2010,112.133003
12/8/2010,111.167
12/9/2010,111.532997
12/10/2010,113.532997
12/13/2010,111.432999
12/14/2010,112.266998
12/15/2010,111.333
12/16/2010,112.032997
12/20/2010,111.300003
12/21/2010,111.432999
12/22/2010,111.599998
12/23/2010,111.266998
12/24/2010,113.266998
12/27/2010,113.167
12/28/2010,114.133003
12/29/2010,116.133003
12/30/2010,116.366997
12/31/2010,116.432999
1/3/2011,116.532997
1/4/2011,118.333
1/5/2011,119.866997
1/6/2011,119.266998
1/7/2011,115
1/10/2011,113.733002
1/11/2011,113.400002
1/12/2011,115.833
1/13/2011,115.432999
1/14/2011,113.699997
1/17/2011,114.633003
1/18/2011,117.432999
1/19/2011,116.967003
1/20/2011,114.432999
1/21/2011,112.599998
1/24/2011,112.733002
1/25/2011,112
1/27/2011,111.866997
1/28/2011,112.099998
1/31/2011,108.400002
2/1/2011,106.400002
2/2/2011,106
2/3/2011,106.300003
2/4/2011,102
2/7/2011,104.733002
2/8/2011,104.067001
2/9/2011,102.599998
2/10/2011,104.099998
2/11/2011,103.400002
2/14/2011,105
2/15/2011,104.733002
2/16/2011,104.599998
2/17/2011,105.633003
2/18/2011,103.833
2/21/2011,105.467003
2/22/2011,104.467003
2/23/2011,103.733002
2/24/2011,100.432999
2/25/2011,104.199997
2/28/2011,112.667
3/1/2011,115.733002
3/3/2011,115.699997
3/4/2011,114.932999
3/7/2011,115.099998
3/8/2011,114.633003
3/9/2011,114.5
3/10/2011,114.199997
3/11/2011,114.233002
3/14/2011,115.633003
3/15/2011,113.400002
3/16/2011,114.133003
3/17/2011,112.032997
3/18/2011,111.967003
3/21/2011,111.932999
3/22/2011,113.366997
3/23/2011,114.633003
3/24/2011,115.333
3/25/2011,118.300003
3/28/2011,119.133003
3/29/2011,119.5
3/30/2011,118.400002
3/31/2011,121.400002
4/1/2011,121.667
4/4/2011,123.233002
4/5/2011,122.800003
4/6/2011,121.967003
4/7/2011,121.699997
4/8/2011,122.5
4/11/2011,123.333
4/13/2011,126.733002
4/15/2011,127.667
4/18/2011,126.800003
4/19/2011,125
4/20/2011,127.067001
4/21/2011,126.766998
4/25/2011,126.833
4/26/2011,127.766998
4/27/2011,129.100006
4/28/2011,127.900002
4/29/2011,128.233002
5/2/2011,127.432999
5/3/2011,124.567001
5/4/2011,124.532997
5/5/2011,121.667
5/6/2011,122.400002
5/9/2011,122.967003
5/10/2011,123.733002
5/11/2011,124.233002
5/12/2011,122.532997
5/13/2011,126
5/16/2011,124.067001
5/17/2011,125.233002
5/18/2011,125.967003
5/19/2011,126.032997
5/20/2011,124.366997
5/23/2011,126.800003
5/24/2011,124.633003
5/25/2011,126.067001
5/26/2011,124.667
5/27/2011,125.967003
5/30/2011,125.067001
5/31/2011,128.899994
6/1/2011,129.233002
6/2/2011,130.199997
6/3/2011,128.966995
6/6/2011,128.533005
6/7/2011,129.033005
6/8/2011,129.966995
6/9/2011,130
6/10/2011,127.766998
6/13/2011,127.266998
6/14/2011,129.233002
6/15/2011,129.432999
6/16/2011,129.332993
6/17/2011,127.833
6/20/2011,124.300003
6/21/2011,123.233002
6/22/2011,123.467003
6/23/2011,127.633003
6/24/2011,130.067001
6/27/2011,129.067001
6/28/2011,129.233002
6/29/2011,133.033005
6/30/2011,135.300003
7/1/2011,134.367004
7/4/2011,132.5
7/5/2011,130.432999
7/6/2011,131.132996
7/7/2011,135.600006
7/8/2011,133.699997
7/11/2011,135.067001
7/12/2011,134.432999
7/13/2011,136
7/14/2011,135.332993
7/15/2011,134.5
7/18/2011,134.432999
7/19/2011,136.067001
7/20/2011,137.167007
7/21/2011,138.067001
7/22/2011,138.266998
7/25/2011,136.932999
7/26/2011,133.932999
7/27/2011,133.932999
7/28/2011,137.5
7/29/2011,138.899994
8/1/2011,139.266998
8/2/2011,136.5
8/3/2011,137.899994
8/4/2011,133.300003
8/5/2011,130.932999
8/8/2011,130
8/9/2011,133.167007
8/10/2011,131.399994
8/11/2011,132.5
8/12/2011,132
8/16/2011,133.667007
8/17/2011,136.167007
8/18/2011,135.899994
8/19/2011,132.800003
8/22/2011,134.667007
8/23/2011,135.466995
8/24/2011,134.632996
8/25/2011,134.899994
8/26/2011,131.233002
8/29/2011,134.632996
8/30/2011,133.332993
9/2/2011,135.5
9/5/2011,135.167007
9/6/2011,135.199997
9/7/2011,133.367004
9/8/2011,132.766998
9/9/2011,131.766998
9/12/2011,130.800003
9/13/2011,131.367004
9/14/2011,132.966995
9/15/2011,132.932999
9/16/2011,131.966995
9/19/2011,130.233002
9/20/2011,132.332993
9/21/2011,131.733002
9/22/2011,127.300003
9/23/2011,127.766998
9/26/2011,125.667
9/27/2011,128.966995
9/28/2011,131.399994
9/29/2011,134.832993
9/30/2011,132
10/3/2011,129.567001
10/4/2011,127.766998
10/5/2011,129.399994
10/7/2011,132.766998
10/10/2011,133.399994
10/11/2011,133.033005
10/12/2011,136
10/13/2011,134.600006
10/14/2011,136.800003
10/17/2011,137.167007
10/18/2011,136.167007
10/19/2011,138.067001
10/20/2011,136.699997
10/21/2011,136
10/24/2011,137.966995
10/25/2011,140.699997
10/28/2011,143.667007
10/31/2011,142.100006
11/1/2011,138.867004
11/2/2011,139.567001
11/3/2011,140.132996
11/4/2011,140.233002
11/8/2011,140.533005
11/9/2011,141.332993
11/11/2011,141.766998
11/14/2011,141
11/15/2011,140.432999
11/16/2011,141.733002
11/17/2011,138.5
11/18/2011,134.533005
11/21/2011,132.966995
11/22/2011,130.800003
11/23/2011,128.867004
11/24/2011,128.199997
11/25/2011,128.167007
11/28/2011,130.966995
11/29/2011,131.932999
11/30/2011,133.800003
12/1/2011,135.766998
12/2/2011,137.667007
12/5/2011,136.100006
12/7/2011,136.632996
12/8/2011,132.667007
12/9/2011,131.432999
12/12/2011,130.667007
12/13/2011,131.567001
12/14/2011,133.233002
12/15/2011,133.067001
12/16/2011,130.533005
12/19/2011,131.667007
12/20/2011,132.932999
12/21/2011,134.832993
12/22/2011,135.832993
12/23/2011,136
12/26/2011,136.632996
12/27/2011,136.699997
12/28/2011,134.699997
12/29/2011,133.800003
12/30/2011,134.199997
1/2/2012,132.432999
1/3/2012,133.567001
1/4/2012,133.033005
1/5/2012,133.199997
1/6/2012,134.733002
1/7/2012,null
1/9/2012,134.667007
1/10/2012,136.766998
1/11/2012,135.533005
1/12/2012,136.632996
1/13/2012,138.033005
1/16/2012,139.399994
1/17/2012,138.932999
1/18/2012,139.867004
1/19/2012,139.466995
1/20/2012,134.199997
1/23/2012,136.399994
1/24/2012,137.300003
1/25/2012,137.367004
1/27/2012,134.533005
1/30/2012,133.899994
1/31/2012,135.966995
2/1/2012,134.399994
2/2/2012,132.699997
2/3/2012,133.766998
2/6/2012,134.932999
2/7/2012,137.033005
2/8/2012,136.300003
2/9/2012,135.932999
2/10/2012,135.867004
2/13/2012,135.199997
2/14/2012,135.033005
2/15/2012,135.432999
2/16/2012,135.966995
2/17/2012,136.966995
2/21/2012,138.266998
2/22/2012,139.033005
2/23/2012,139.067001
2/24/2012,139.600006
2/27/2012,141.533005
2/28/2012,140.466995
2/29/2012,138.432999
3/1/2012,137.899994
3/2/2012,136.832993
3/3/2012,null
3/5/2012,138
3/6/2012,140.266998
3/7/2012,139.966995
3/9/2012,138.832993
3/12/2012,137.867004
3/13/2012,139.367004
3/14/2012,141.667007
3/15/2012,139.266998
3/16/2012,144.100006
3/19/2012,147
3/20/2012,149.067001
3/21/2012,149.233002
3/22/2012,146.466995
3/23/2012,148.300003
3/26/2012,148.466995
3/27/2012,150.699997
3/28/2012,151.199997
3/29/2012,149.699997
3/30/2012,151.266998
4/2/2012,151.300003
4/3/2012,151.399994
4/4/2012,151.600006
4/9/2012,149.367004
4/10/2012,152.899994
4/11/2012,153.167007
4/12/2012,156.5
4/13/2012,157.5
4/16/2012,160.699997
4/17/2012,164.132996
4/18/2012,161.167007
4/19/2012,162.699997
4/20/2012,163.466995
4/23/2012,163.167007
4/24/2012,163.367004
4/25/2012,163.966995
4/26/2012,166.033005
4/27/2012,163.867004
4/30/2012,163.667007
5/2/2012,163.067001
5/3/2012,161.132996
5/4/2012,158.766998
5/7/2012,157.567001
5/8/2012,151.266998
5/9/2012,159.932999
5/10/2012,159.5
5/11/2012,156.167007
5/14/2012,156.332993
5/15/2012,153.899994
5/16/2012,151.533005
5/17/2012,156.5
5/18/2012,159.699997
5/21/2012,156.567001
5/22/2012,155.167007
5/23/2012,154.466995
5/24/2012,155.567001
5/25/2012,154.567001
5/28/2012,156.699997
5/29/2012,153.932999
5/30/2012,154.600006
5/31/2012,152.899994
6/1/2012,155.899994
6/4/2012,153.399994
6/5/2012,150.600006
6/6/2012,156.367004
6/7/2012,157.567001
6/8/2012,159.466995
6/11/2012,159.832993
6/12/2012,162.033005
6/13/2012,162.699997
6/14/2012,163.132996
6/15/2012,165.332993
6/18/2012,162.132996
6/19/2012,166.266998
6/20/2012,164.033005
6/21/2012,167.600006
6/22/2012,167
6/25/2012,166.699997
6/26/2012,164.699997
6/27/2012,165.199997
6/28/2012,167.533005
6/29/2012,172.600006
7/2/2012,166.699997
7/3/2012,164.332993
7/4/2012,164.100006
7/5/2012,167.067001
7/6/2012,168.5
7/9/2012,167.766998
7/10/2012,172.266998
7/11/2012,168.867004
7/12/2012,167.800003
7/13/2012,169.033005
7/16/2012,168.033005
7/17/2012,170.332993
7/18/2012,169.966995
7/19/2012,169.399994
7/20/2012,168.567001
7/23/2012,166.367004
7/24/2012,166.867004
7/25/2012,169.832993
7/26/2012,166.300003
7/27/2012,169.966995
7/30/2012,172.132996
7/31/2012,172.100006
8/1/2012,172.699997
8/2/2012,174.300003
8/3/2012,172.899994
8/6/2012,172.266998
8/7/2012,174.199997
8/8/2012,174.367004
8/9/2012,177.067001
8/10/2012,178.5
8/13/2012,177.932999
8/14/2012,178.533005
8/16/2012,172.233002
8/17/2012,174.733002
8/21/2012,173.832993
8/22/2012,174.432999
8/23/2012,176.167007
8/24/2012,176.766998
8/27/2012,176.899994
8/28/2012,178.766998
8/29/2012,179.567001
8/30/2012,180.399994
8/31/2012,178.432999
9/3/2012,178.399994
9/4/2012,177.667007
9/5/2012,178.5
9/6/2012,173.632996
9/7/2012,175.167007
9/8/2012,null
9/10/2012,176.432999
9/11/2012,178.199997
9/12/2012,179.533005
9/13/2012,179.766998
9/14/2012,178.832993
9/17/2012,169
9/18/2012,169.466995
9/20/2012,170.966995
9/21/2012,174.399994
9/24/2012,170.567001
9/25/2012,173.867004
9/26/2012,175.867004
9/27/2012,177.966995
9/28/2012,181.600006
10/1/2012,182.167007
10/3/2012,180.167007
10/4/2012,183.533005
10/5/2012,183.766998
10/8/2012,185.167007
10/9/2012,186.699997
10/10/2012,187.332993
10/11/2012,189
10/12/2012,189
10/15/2012,191.167007
10/16/2012,190.966995
10/17/2012,192.167007
10/18/2012,194.399994
10/19/2012,198.332993
10/22/2012,196
10/23/2012,193.332993
10/25/2012,194.699997
10/29/2012,192.167007
10/30/2012,189.399994
10/31/2012,188.367004
11/1/2012,186.199997
11/2/2012,188.800003
11/5/2012,192.432999
11/6/2012,192.766998
11/7/2012,193.300003
11/8/2012,192.667007
11/9/2012,192.100006
11/11/2012,null
11/12/2012,189.199997
11/15/2012,184.300003
11/16/2012,183.100006
11/19/2012,187.800003
11/20/2012,187.033005
11/21/2012,190.733002
11/22/2012,192.667007
11/23/2012,191.067001
11/26/2012,191.399994
11/27/2012,196.167007
11/29/2012,198.667007
11/30/2012,199
12/3/2012,197.432999
12/4/2012,196.766998
12/5/2012,198.600006
12/6/2012,200.899994
12/7/2012,201
12/10/2012,201.300003
12/11/2012,202.199997
12/12/2012,203.966995
12/13/2012,196.832993
12/14/2012,197.300003
12/17/2012,195.367004
12/18/2012,195.399994
12/19/2012,193.399994
12/20/2012,191.399994
12/21/2012,191.367004
12/24/2012,191.367004
12/26/2012,193.667007
12/27/2012,192.266998
12/28/2012,192.932999
12/31/2012,191.199997
1/1/2013,191.5
1/2/2013,190.266998
1/3/2013,189.033005
1/4/2013,188.266998
1/7/2013,186.033005
1/8/2013,190.466995
1/9/2013,186.332993
1/10/2013,187.332993
1/11/2013,182.266998
1/14/2013,185.266998
1/15/2013,189.399994
1/16/2013,189.332993
1/17/2013,190.199997
1/18/2013,191.632996
1/21/2013,194.367004
1/22/2013,192.766998
1/23/2013,195.167007
1/24/2013,198.300003
1/25/2013,199.832993
1/28/2013,200.5
1/29/2013,203.432999
1/30/2013,202.800003
1/31/2013,205.100006
2/1/2013,206.266998
2/4/2013,204.832993
2/5/2013,201.632996
2/6/2013,203.233002
2/7/2013,202.699997
2/8/2013,201.167007
2/11/2013,199.432999
2/12/2013,200.033005
2/13/2013,200.233002
2/14/2013,200.5
2/15/2013,200.399994
2/18/2013,200.199997
2/19/2013,201.100006
2/20/2013,200
2/21/2013,197.733002
2/22/2013,194.667007
2/25/2013,195.100006
2/26/2013,193.899994
2/27/2013,196.533005
2/28/2013,196.533005
3/1/2013,194.167007
3/4/2013,195
3/5/2013,195.067001
3/6/2013,191.367004
3/7/2013,194.899994
3/8/2013,198.466995
3/11/2013,198.367004
3/12/2013,199.233002
3/13/2013,201.100006
3/14/2013,201.266998
3/15/2013,201.266998
3/18/2013,202.832993
3/19/2013,204.199997
